knum	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K00223	473.03	full	all	1.000000	207	203	2095	809	1.53	0.590	Delta24(24(1))-sterol reductase [EC:1.3.1.71]
K00224	289.97	domain	all	0.994915	625	593	950	393	1.68	0.590	chloroplastic oxoene reductase [EC:1.3.1.-]
K00225	598.83	full	all	1.000000	190	181	1780	612	1.09	0.590	L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]
K00226	248.43	domain	trim	0.815272	1206	981	1378	419	6.62	0.590	dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]
K00227	133.47	domain	all	0.975320	1388	1331	1878	485	7.87	0.590	Delta7-sterol 5-desaturase [EC:1.14.19.20]
K00228	88.73	full	all	0.999395	4701	4132	3744	481	3.34	0.590	coproporphyrinogen III oxidase [EC:1.3.3.3]
K00230	69.57	full	trim	0.992588	1685	1356	903	285	13.59	0.590	menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]
K00231	143.43	domain	all	0.986120	3719	3323	7054	851	11.97	0.590	protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
K00232	178.87	full	all	0.890328	3890	3764	8835	973	8.35	0.590	acyl-CoA oxidase [EC:1.3.3.6]
K00233	970.03	full	all	0.998325	363	302	743	656	0.70	0.589	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1 7.1.1.12]
K00234	1172.57	full	all	0.921947	1253	1187	4026	915	1.49	0.590	succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]
K00235	476.23	full	all	0.850071	1412	1296	2293	361	2.28	0.590	succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]
K00236	136.83	full	all	0.866522	1054	974	1395	322	10.70	0.590	succinate dehydrogenase (ubiquinone) cytochrome b560 subunit
K00237	95.47	full	all	0.974789	852	792	1055	221	5.94	0.590	succinate dehydrogenase (ubiquinone) membrane anchor subunit
K00239	620.23	domain	all	0.690246	7476	6130	2965	621	3.64	0.590	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]
K00240	146.33	domain	all	0.638980	7519	5724	1635	332	4.18	0.590	succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]
K00241	56.10	full	all	0.908908	6708	5182	1754	263	19.46	0.590	succinate dehydrogenase cytochrome b subunit
K00242	62.90	domain	trim	0.943818	4136	3007	708	192	11.03	0.590	succinate dehydrogenase membrane anchor subunit
K00243	152.60	full	all	0.999759	2534	2076	1199	415	5.15	0.590	uncharacterized protein
K00244	695.47	full	all	0.957709	917	624	945	591	1.00	0.588	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]
K00245	294.80	full	all	0.951347	925	526	609	337	1.53	0.591	succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]
K00246	38.87	full	all	0.991840	918	546	226	131	3.30	0.590	succinate dehydrogenase subunit C
K00247	32.53	domain	all	0.998084	924	524	357	121	3.12	0.590	succinate dehydrogenase subunit D
K00248	526.40	domain	all	0.748061	2301	2073	2780	516	4.99	0.590	butyryl-CoA dehydrogenase [EC:1.3.8.1]
K00249	366.87	full	all	0.392623	13496	12152	8261	570	13.95	0.590	acyl-CoA dehydrogenase [EC:1.3.8.7]
K00251	557.90	domain	all	0.952752	427	397	931	450	0.98	0.589	3-oxo-5-beta-steroid 4-dehydrogenase [EC:1.3.1.3]
K00252	500.07	full	all	0.938519	4835	4365	2792	555	2.86	0.590	glutaryl-CoA dehydrogenase [EC:1.3.8.6]
K00253	486.47	full	trim	0.972300	2964	2643	2396	526	3.29	0.590	isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
K00254	168.70	domain	all	0.978558	6472	5624	5411	542	7.22	0.590	dihydroorotate dehydrogenase [EC:1.3.5.2]
K00255	595.43	full	all	0.967878	448	434	1805	594	2.21	0.590	long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8]
K00257	411.73	domain	all	0.982247	133	87	609	385	1.45	0.591	acyl-ACP dehydrogenase [EC:1.3.99.-]
K00258	326.87	full	all	1.000000	9	9	340	305	0.73	0.588	swainsonine biosynthesis oxidoreductase SwnR [EC:1.3.1.-]
K00259	279.57	domain	all	0.995697	4912	4320	950	422	4.38	0.590	alanine dehydrogenase [EC:1.4.1.1]
K00260	637.03	domain	trim	0.861618	984	734	727	416	1.35	0.591	glutamate dehydrogenase [EC:1.4.1.2]
K00261	524.10	full	all	0.784527	3997	3529	4089	513	4.65	0.590	glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]
K00262	429.10	domain	all	0.974525	4465	3743	2828	533	2.09	0.590	glutamate dehydrogenase (NADP+) [EC:1.4.1.4]
K00263	481.70	domain	all	0.735996	1980	1645	1268	451	3.22	0.590	leucine dehydrogenase [EC:1.4.1.9]
K00264	2743.73	full	all	0.984718	537	532	7683	2271	0.94	0.589	glutamate synthase (NADH) [EC:1.4.1.14]
K00265	1972.27	domain	trim	0.758474	5611	5006	4714	1591	2.12	0.590	glutamate synthase (NADPH) large chain [EC:1.4.1.13]
K00266	536.63	domain	all	0.840144	6800	5874	4399	730	5.58	0.590	glutamate synthase (NADPH) small chain [EC:1.4.1.13]
K00270	524.37	full	all	0.940826	98	88	450	368	1.10	0.590	phenylalanine dehydrogenase [EC:1.4.1.20]
K00271	499.53	full	all	0.966415	353	338	574	363	0.99	0.591	valine dehydrogenase (NAD+) [EC:1.4.1.23]
K00272	421.50	full	all	0.752122	683	668	2518	506	3.93	0.590	D-aspartate oxidase [EC:1.4.3.1]
K00273	139.47	full	all	0.578970	1503	1427	3483	455	6.96	0.590	D-amino-acid oxidase [EC:1.4.3.3]
K00274	284.67	domain	all	0.663744	3418	3203	6350	720	12.92	0.590	monoamine oxidase [EC:1.4.3.4]
K00275	30.00	full	all	0.936225	6685	5828	3424	306	10.87	0.590	pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
K00276	554.20	full	all	0.923831	3247	3105	8985	803	6.68	0.590	primary-amine oxidase [EC:1.4.3.21]
K00277	538.00	domain	all	0.961819	647	609	1772	485	1.34	0.591	protein-lysine 6-oxidase [EC:1.4.3.13]
K00278	513.97	full	all	0.972907	5394	4774	4935	599	3.08	0.590	L-aspartate oxidase [EC:1.4.3.16]
K00279	222.63	full	all	0.999643	1485	1402	2611	644	2.78	0.590	cytokinin dehydrogenase [EC:1.5.99.12]
K00280	379.37	domain	all	0.924375	1732	1691	6943	868	6.46	0.590	lysyl oxidase-like protein 2/3/4 [EC:1.4.3.-]
K00281	622.23	full	all	0.999896	5280	4812	6273	1308	1.62	0.590	glycine cleavage system P protein (glycine dehydrogenase) [EC:1.4.4.2]
K00282	418.53	domain	trim	0.996385	1898	1663	950	464	2.17	0.590	glycine cleavage system P protein (glycine dehydrogenase) subunit 1 [EC:1.4.4.2]
K00283	521.73	domain	all	0.996349	1891	1646	1349	581	1.69	0.591	glycine cleavage system P protein (glycine dehydrogenase) subunit 2 [EC:1.4.4.2]
K00284	2203.40	domain	all	0.737885	606	583	3670	1565	1.49	0.589	glutamate synthase (ferredoxin) [EC:1.4.7.1]
K00285	403.60	full	all	0.927943	4388	3770	1752	496	5.71	0.590	D-amino-acid dehydrogenase [EC:1.4.5.1]
K00286	167.10	full	all	0.955320	10394	8944	5491	455	11.05	0.590	pyrroline-5-carboxylate reductase [EC:1.5.1.2]
K00287	64.17	full	all	0.905851	7410	6121	3420	338	12.83	0.590	dihydrofolate reductase [EC:1.5.1.3]
K00288	1448.23	full	all	0.924568	875	865	3327	1094	1.54	0.590	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase [EC:1.5.1.5 3.5.4.9 6.3.4.3]
K00289	728.30	domain	all	0.997606	845	838	3913	1122	0.92	0.589	formyltetrahydrofolate dehydrogenase [EC:1.5.1.6]
K00290	125.33	domain	trim	0.910483	1664	1548	2030	436	6.43	0.590	saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]
K00293	718.33	full	all	0.850096	139	136	1927	454	1.04	0.590	saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]
K00294	478.37	full	all	0.927717	3127	2832	3975	658	3.30	0.590	1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]
K00295	214.20	full	all	0.947101	194	188	1148	447	2.15	0.590	methylenetetrahydrofolate dehydrogenase (NAD+) [EC:1.5.1.15]
K00296	535.00	full	all	1.000000	8	6	417	391	0.62	0.588	D-nopaline dehydrogenase [EC:1.5.1.19]
K00297	186.57	domain	all	0.756465	6500	5495	3598	506	10.98	0.590	methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]
K00298	342.17	full	all	0.944317	112	97	507	336	1.64	0.590	N5-(carboxyethyl)ornithine synthase [EC:1.5.1.24]
K00299	97.57	domain	all	0.966890	3520	2966	1897	397	8.68	0.590	FMN reductase [EC:1.5.1.38]
K00300	358.97	full	all	1.000000	114	106	395	287	1.05	0.590	methylenetetrahydrofolate/methylenetetrahydromethanopterin dehydrogenase (NADP+) [EC:1.5.1.5 1.5.1.-]
K00301	415.13	domain	all	0.733005	848	822	1467	523	5.17	0.590	sarcosine oxidase [EC:1.5.3.1]
K00302	1336.50	full	trim	0.894767	1227	1097	2663	1255	2.12	0.590	sarcosine oxidase, subunit alpha [EC:1.5.3.24 1.5.3.1]
K00303	635.30	full	all	0.910847	1209	967	583	416	0.93	0.590	sarcosine oxidase, subunit beta [EC:1.5.3.24 1.5.3.1]
K00304	108.07	domain	trim	0.906560	1184	941	275	122	2.60	0.590	sarcosine oxidase, subunit delta [EC:1.5.3.24 1.5.3.1]
K00305	136.23	domain	all	0.889321	1202	1060	747	250	11.30	0.590	sarcosine oxidase, subunit gamma [EC:1.5.3.24 1.5.3.1]
K00306	320.77	full	all	0.813775	1181	1152	3899	627	7.59	0.590	sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]
K00307	1044.67	full	all	1.000000	4	3	547	535	0.43	0.593	reticuline oxidase [EC:1.21.3.3]
K00308	626.77	domain	all	0.871755	483	478	3682	827	3.69	0.590	N1-acetylpolyamine oxidase [EC:1.5.3.13]
K00309	870.17	domain	all	1.000000	339	327	1649	813	1.01	0.591	dimethylglycine oxidase [EC:1.5.3.10]
K00310	300.97	domain	all	0.667050	286	276	911	541	2.52	0.590	pyrimidodiazepine synthase [EC:1.5.4.1]
K00311	271.63	full	all	0.984120	3676	3327	4140	720	2.69	0.590	electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]
K00312	473.40	full	all	0.974280	769	496	1975	522	1.73	0.590	wingless-type MMTV integration site family, member 3
K00313	307.83	full	all	0.998876	1196	890	1010	499	2.39	0.590	electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-]
K00314	710.83	full	all	0.994648	567	561	3406	981	1.58	0.589	sarcosine dehydrogenase [EC:1.5.8.3]
K00315	788.73	full	all	0.995881	1114	1094	2828	959	1.95	0.589	dimethylglycine dehydrogenase [EC:1.5.8.4]
K00316	313.63	full	all	1.000000	264	238	1053	615	2.51	0.590	spermidine dehydrogenase [EC:1.5.99.6]
K00317	702.60	full	all	1.000000	210	202	1058	693	1.23	0.590	dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2]
K00318	181.80	domain	all	0.695729	3418	3096	4438	487	7.22	0.590	proline dehydrogenase [EC:1.5.5.2]
K00319	336.00	full	all	1.000000	121	103	318	276	0.88	0.589	methylenetetrahydromethanopterin dehydrogenase [EC:1.5.98.1]
K00320	218.10	full	all	0.890467	715	665	984	372	8.99	0.590	5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]
K00322	395.33	full	all	0.990372	1844	1314	2265	517	3.29	0.590	NAD(P) transhydrogenase [EC:1.6.1.1]
K00323	876.83	domain	all	0.997295	772	742	2947	1184	1.28	0.590	proton-translocating NAD(P)+ transhydrogenase [EC:7.1.1.1]
K00324	112.23	domain	trim	0.766494	6534	5153	1700	436	4.79	0.590	proton-translocating NAD(P)+ transhydrogenase subunit alpha [EC:7.1.1.1]
K00325	622.10	full	trim	0.954745	4143	3370	2733	687	2.88	0.590	proton-translocating NAD(P)+ transhydrogenase subunit beta [EC:7.1.1.1]
K00326	159.27	full	all	0.811819	3492	3328	7145	492	11.84	0.590	cytochrome-b5 reductase [EC:1.6.2.2]
K00327	574.07	full	all	0.960329	1412	1371	5500	868	4.19	0.590	NADPH-ferrihemoprotein reductase [EC:1.6.2.4]
K00330	128.50	domain	all	0.859173	5690	4081	1050	242	7.83	0.590	NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]
K00331	271.33	domain	all	0.666476	5694	3886	1422	314	3.24	0.590	NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]
K00332	194.27	domain	all	0.743325	4070	3540	3002	286	8.64	0.590	NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]
K00333	526.83	domain	all	0.656910	4397	3758	1923	512	2.88	0.590	NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]
K00334	150.43	domain	all	0.627183	5148	3996	2559	285	8.54	0.590	NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]
K00335	616.70	full	all	0.747358	5330	4402	3924	753	5.65	0.590	NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]
K00336	690.77	domain	all	0.736012	4710	4151	4474	927	7.38	0.590	NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]
K00337	437.43	full	all	0.871631	5845	4749	3836	719	5.31	0.590	NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]
K00338	149.50	domain	all	0.693873	5585	4091	1938	319	7.20	0.590	NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]
K00339	127.33	full	all	0.870342	5595	4499	2332	253	11.15	0.590	NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]
K00340	92.23	full	all	0.856367	5432	3583	598	161	6.61	0.590	NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]
K00341	555.10	domain	all	0.857273	5720	5036	7959	894	4.98	0.590	NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]
K00342	544.43	full	all	0.815075	5959	5133	4376	591	5.53	0.590	NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]
K00343	327.60	domain	all	0.890110	5654	4848	3896	675	6.58	0.590	NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]
K00344	277.03	domain	all	0.750975	15001	13507	7184	566	14.38	0.590	NADPH:quinone reductase [EC:1.6.5.5]
K00345	67.87	full	all	0.998198	312	279	475	223	1.71	0.591	NAD(P)H-quinone oxidoreductase subunit S, chloroplastic [EC:7.1.1.-]
K00346	256.23	full	all	0.998355	1493	1214	813	448	2.35	0.590	Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1]
K00347	280.73	full	trim	0.982483	1564	1207	1105	437	2.68	0.591	Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:7.2.1.1]
K00348	101.70	domain	trim	0.997125	1576	1217	987	310	4.56	0.590	Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1]
K00349	238.23	full	trim	0.997640	1570	1058	357	212	0.89	0.589	Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:7.2.1.1]
K00350	226.20	full	all	0.992932	1635	1068	439	225	1.47	0.590	Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:7.2.1.1]
K00351	279.87	full	trim	0.995577	1615	1240	1011	404	2.09	0.589	Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1]
K00354	458.43	full	trim	0.486635	1361	1234	1460	491	4.24	0.590	NADPH2 dehydrogenase [EC:1.6.99.1]
K00355	112.37	domain	all	0.874198	3622	3191	2155	338	7.80	0.590	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
K00357	99.20	full	all	0.988010	693	618	1315	304	2.66	0.590	dihydropteridine reductase [EC:1.5.1.34]
K00359	466.73	domain	all	0.990820	519	440	447	336	0.97	0.589	NADPH:quinone reductase [EC:1.6.5.5]
K00360	558.33	domain	all	0.741243	339	331	2040	642	2.90	0.590	assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.-]
K00361	1789.37	full	all	0.977513	227	207	1471	1355	0.76	0.588	nitrite reductase [NAD(P)H] [EC:1.7.1.4]
K00362	1240.63	domain	all	0.834278	2209	1901	3049	1377	1.90	0.591	nitrite reductase (NADH) large subunit [EC:1.7.1.15]
K00363	141.17	domain	trim	0.859146	2133	1662	723	204	5.21	0.590	nitrite reductase (NADH) small subunit [EC:1.7.1.15]
K00364	333.17	domain	all	0.962874	2731	2099	1714	440	2.07	0.591	GMP reductase [EC:1.7.1.7]
K00365	212.07	full	all	0.997057	1439	1364	1641	386	2.92	0.590	urate oxidase [EC:1.7.3.3]
K00366	597.97	full	all	0.859031	1031	958	3129	692	5.27	0.590	ferredoxin-nitrite reductase [EC:1.7.7.1]
K00367	1084.40	full	all	0.809251	354	338	2098	825	2.15	0.590	ferredoxin-nitrate reductase [EC:1.7.7.2]
K00368	191.63	full	all	0.986046	1282	1129	2814	539	6.71	0.590	nitrite reductase (NO-forming) [EC:1.7.2.1]
K00370	819.93	full	trim	0.982133	2575	2097	3513	1777	2.32	0.590	nitrate reductase / nitrite oxidoreductase, alpha subunit [EC:1.7.5.1 1.7.99.-]
K00371	345.97	full	trim	0.983670	2568	1913	2160	827	2.00	0.590	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]
K00372	1061.13	domain	all	0.795787	2238	2112	4087	970	2.59	0.590	assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]
K00373	82.30	full	all	0.991492	2499	1873	1328	307	8.16	0.590	nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW
K00374	133.27	domain	trim	0.913108	2695	1958	1068	475	4.26	0.590	nitrate reductase gamma subunit [EC:1.7.5.1 1.7.99.-]
K00375	347.23	full	all	0.982789	7725	6869	5207	644	8.59	0.590	GntR family transcriptional regulator / MocR family aminotransferase
K00376	465.10	full	all	0.999261	782	678	1382	665	1.83	0.590	nitrous-oxide reductase [EC:1.7.2.4]
K00378	700.83	full	all	0.796296	15	15	793	410	0.96	0.590	hydroxylamine oxidase [EC:1.7.2.9]
K00380	516.80	full	all	0.821091	4044	3468	6664	945	7.56	0.590	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]
K00381	583.37	full	trim	0.889883	3515	2990	3507	1129	4.31	0.590	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]
K00382	475.33	full	all	0.946943	14818	12535	6138	636	5.34	0.590	dihydrolipoyl dehydrogenase [EC:1.8.1.4]
K00383	550.13	full	all	0.894435	4993	4326	3479	569	3.89	0.590	glutathione reductase (NADPH) [EC:1.8.1.7]
K00384	330.80	full	all	0.774377	14772	12729	5987	500	12.33	0.590	thioredoxin reductase (NADPH) [EC:1.8.1.9]
K00385	261.60	domain	all	0.942717	425	342	558	301	2.52	0.590	anaerobic sulfite reductase subunit C
K00386	78.67	domain	all	0.986661	81	75	184	104	1.53	0.590	sulfite dehydrogenase (cytochrome) subunit B [EC:1.8.2.1]
K00387	443.07	domain	all	0.843496	1215	1167	4649	661	4.11	0.590	sulfite oxidase [EC:1.8.3.1]
K00389	30.40	full	all	0.988770	2093	1726	1110	234	16.14	0.590	putative membrane protein
K00390	152.77	full	all	0.863491	5676	4904	3565	397	11.62	0.590	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
K00392	587.37	domain	all	0.854838	1834	1711	2945	898	5.76	0.590	sulfite reductase (ferredoxin) [EC:1.8.7.1]
K00394	441.60	full	all	1.000000	294	282	932	594	1.38	0.590	adenylylsulfate reductase, subunit A [EC:1.8.99.2]
K00395	77.73	domain	all	0.998138	296	270	226	145	1.69	0.590	adenylylsulfate reductase, subunit B [EC:1.8.99.2]
K00399	752.33	full	all	1.000000	161	146	669	556	0.77	0.590	methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]
K00400	523.03	full	all	1.000000	234	206	788	559	1.28	0.590	methyl coenzyme M reductase system, component A2
K00401	535.57	full	all	1.000000	160	138	509	444	0.89	0.592	methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]
K00402	365.17	full	all	1.000000	160	136	295	255	0.79	0.592	methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]
K00404	670.20	full	trim	0.853921	2739	2285	1468	538	3.96	0.590	cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]
K00405	282.93	domain	trim	0.861848	2582	2024	1534	270	4.10	0.590	cytochrome c oxidase cbb3-type subunit II
K00406	95.83	domain	all	0.975835	2899	2554	2800	347	7.35	0.590	cytochrome c oxidase cbb3-type subunit III
K00407	21.67	domain	trim	0.980258	2356	1774	321	82	15.01	0.692	cytochrome c oxidase cbb3-type subunit IV
K00408	469.20	domain	all	0.821378	799	613	2373	412	2.34	0.589	wingless-type MMTV integration site family, member 4
K00410	700.30	full	trim	0.645734	266	226	1160	540	1.25	0.590	ubiquinol-cytochrome c reductase cytochrome b/c1 subunit
K00411	77.67	domain	all	0.998991	4184	3472	2057	527	4.88	0.590	ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]
K00412	311.67	domain	all	0.856344	3105	2533	2838	476	4.61	0.590	ubiquinol-cytochrome c reductase cytochrome b subunit
K00413	55.33	full	all	0.963606	3750	3217	3784	347	5.01	0.590	ubiquinol-cytochrome c reductase cytochrome c1 subunit
K00414	762.03	full	all	0.889956	418	402	946	481	1.90	0.590	ubiquinol-cytochrome c reductase core subunit 1
K00415	382.70	full	all	0.924426	897	863	1678	714	5.96	0.590	ubiquinol-cytochrome c reductase core subunit 2
K00416	30.57	full	all	0.994317	1251	1053	1232	151	5.80	0.590	ubiquinol-cytochrome c reductase subunit 6
K00417	36.63	full	all	0.997591	1198	1035	812	194	7.26	0.590	ubiquinol-cytochrome c reductase subunit 7
K00418	37.80	full	all	0.994888	786	681	498	168	6.33	0.590	ubiquinol-cytochrome c reductase subunit 8
K00419	40.90	full	all	0.997821	855	687	618	142	5.41	0.590	ubiquinol-cytochrome c reductase subunit 9
K00420	28.87	full	all	0.988276	606	510	415	122	6.13	0.590	ubiquinol-cytochrome c reductase subunit 10
K00421	750.40	full	all	1.000000	7	7	718	558	0.62	0.592	laccase [EC:1.10.3.2]
K00422	272.40	full	all	0.994683	776	752	2283	660	2.71	0.590	polyphenol oxidase [EC:1.10.3.1]
K00423	647.10	domain	trim	0.943402	883	821	2845	681	4.14	0.590	L-ascorbate oxidase [EC:1.10.3.3]
K00424	34.13	full	all	0.998880	1649	894	612	289	2.35	0.590	cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]
K00425	123.73	full	all	0.997165	8442	6730	3907	632	6.21	0.590	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
K00426	35.70	full	all	0.996514	8405	6602	2168	397	6.95	0.590	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
K00427	911.30	full	trim	0.958385	474	292	864	553	0.85	0.590	L-lactate permease
K00428	109.30	domain	all	0.963189	4461	4052	7991	426	9.28	0.590	cytochrome c peroxidase [EC:1.11.1.5]
K00430	109.40	domain	all	0.990966	14891	13679	10897	436	5.85	0.590	peroxidase [EC:1.11.1.7]
K00431	1131.67	full	all	0.920204	475	472	6250	1160	2.07	0.590	thyroid peroxidase [EC:1.11.1.8]
K00432	52.00	full	all	0.872408	10472	8949	3397	340	9.70	0.590	glutathione peroxidase [EC:1.11.1.9]
K00433	192.27	domain	all	0.935221	4198	3791	1927	385	10.66	0.590	non-heme chloroperoxidase [EC:1.11.1.10]
K00434	333.77	full	all	0.828828	1417	1301	3052	499	5.66	0.590	L-ascorbate peroxidase [EC:1.11.1.11]
K00435	267.60	domain	all	0.939387	1532	1214	641	250	2.38	0.591	hydrogen peroxide-dependent heme synthase [EC:1.3.98.5]
K00436	662.93	full	all	0.986923	284	271	649	475	1.22	0.589	NAD-reducing hydrogenase large subunit [EC:1.12.1.2]
K00437	830.97	full	all	0.918392	63	60	866	562	1.04	0.589	[NiFe] hydrogenase large subunit [EC:1.12.2.1]
K00440	296.63	full	all	0.971787	140	128	649	405	2.53	0.590	coenzyme F420 hydrogenase subunit alpha [EC:1.12.98.1]
K00441	227.10	full	trim	0.820816	589	546	1667	443	6.92	0.590	coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]
K00442	136.07	full	all	0.988930	163	138	309	161	2.00	0.589	coenzyme F420 hydrogenase subunit delta
K00443	164.73	full	all	1.000000	136	118	473	249	1.08	0.591	coenzyme F420 hydrogenase subunit gamma [EC:1.12.98.1]
K00444	488.73	full	all	0.931413	997	821	3561	553	2.82	0.590	wingless-type MMTV integration site family, member 5
K00445	452.33	full	all	0.953806	599	515	2103	515	2.09	0.590	wingless-type MMTV integration site family, member 6
K00446	191.03	full	trim	0.979168	1366	1261	1216	408	4.99	0.590	catechol 2,3-dioxygenase [EC:1.13.11.2]
